Platform,Party,Bioguide ID,Number of Active Accounts,Max Total Followers,Start of Term,End of Term,First Post,Last Post,Total Posts,Average Post Favorites/Reactions,Average Post Retweets/Shares
twitter,R,M001195,2,18334.0,2019-01-01,,2019-01-02,2020-05-31,751.0,242,97
twitter,D,M001196,2,156961.0,2019-01-01,,2019-01-01,2020-05-31,3095.0,217,41
twitter,R,M001197,2,159971.0,2019-01-01,,2019-01-01,2020-05-31,2060.0,697,193
twitter,R,M001198,1,7028.0,2019-01-01,,2019-01-02,2020-05-31,1214.0,55,17
twitter,R,M001199,2,39827.0,2019-01-01,,2019-01-02,2020-05-31,1862.0,92,30
twitter,D,M001200,2,16633.0,2019-01-01,,2019-01-01,2020-05-31,2128.0,34,9
twitter,R,M001201,1,8665.0,2019-01-01,,2019-01-02,2020-05-31,908.0,65,18
twitter,D,M001202,2,34418.0,2019-01-01,,2019-01-01,2020-05-30,2125.0,60,16
twitter,D,M001203,2,41174.0,2019-01-01,,2019-01-02,2020-05-31,1865.0,314,97
twitter,R,M001204,2,14076.0,2019-01-01,,2019-01-03,2020-05-29,821.0,286,99
twitter,R,M001205,2,10864.0,2019-01-01,,2019-01-03,2020-05-30,805.0,91,28
twitter,D,M001206,2,8957.0,2019-01-01,,2019-01-03,2020-05-31,1988.0,18,4
twitter,D,M001207,2,43187.0,2019-01-01,,2019-01-01,2020-05-31,5033.0,83,28
twitter,D,M001208,3,155453.0,2019-01-01,,2019-01-03,2020-05-31,1239.0,952,186
twitter,D,M001209,2,34095.0,2019-01-01,,2019-01-03,2020-05-31,941.0,64,13
twitter,R,M001210,2,14724.0,2019-09-17,,2019-09-17,2020-05-31,296.0,660,242
twitter,D,N000002,2,387009.0,2019-01-01,,2019-01-02,2020-05-30,1574.0,3161,974
twitter,D,N000015,2,33494.0,2019-01-01,,2019-01-01,2020-05-30,883.0,87,25
twitter,D,N000179,1,36250.0,2019-01-01,,2019-01-03,2020-05-29,915.0,18,7
twitter,R,N000181,2,1151316.0,2019-01-01,,2019-01-01,2020-05-31,1071.0,11213,4271
twitter,D,N000188,2,13011.0,2019-01-01,,2019-01-01,2020-05-31,1289.0,9,3
twitter,R,N000189,1,14747.0,2019-01-01,,2019-01-03,2020-05-29,1000.0,16,6
twitter,R,N000190,2,14355.0,2019-01-01,,2019-01-01,2020-05-30,684.0,210,74
twitter,D,N000191,2,54254.0,2019-01-01,,2019-01-01,2020-05-30,3525.0,167,41
twitter,R,O000168,2,25766.0,2019-01-01,,2019-01-01,2020-05-31,3350.0,25,8
twitter,D,O000171,2,25377.0,2019-01-01,,2019-01-02,2020-05-31,1939.0,15,4
twitter,D,O000172,2,7241799.0,2019-01-01,,2019-01-01,2020-05-31,4527.0,45570,8559
twitter,D,O000173,2,2752292.0,2019-01-01,,2019-01-01,2020-05-31,7928.0,9880,1847
twitter,D,P000034,2,41292.0,2019-01-01,,2019-01-01,2020-05-31,3285.0,26,11
twitter,D,P000096,3,61773.0,2019-01-01,,2019-01-01,2020-05-31,5005.0,222,71
twitter,D,P000197,2,5209170.0,2019-01-01,,2019-01-01,2020-05-31,5372.0,13579,3669
twitter,R,P000449,2,170109.0,2019-01-01,,2019-01-01,2020-05-30,4088.0,90,31
twitter,D,P000523,1,33644.0,2019-01-01,,2019-01-02,2020-05-31,1455.0,186,56
twitter,D,P000593,2,38364.0,2019-01-01,,2019-01-01,2020-05-31,2039.0,27,7
twitter,D,P000595,2,138852.0,2019-01-01,,2019-01-01,2020-05-31,2240.0,116,34
twitter,D,P000597,1,28432.0,2019-01-01,,2019-01-02,2020-05-30,1285.0,44,11
twitter,R,P000599,1,25155.0,2019-01-01,,2019-04-10,2020-05-30,84.0,31,25
twitter,R,P000601,2,20754.0,2019-01-01,,2019-01-03,2020-05-31,1789.0,50,22
twitter,R,P000603,2,2889986.0,2019-01-01,,2019-01-01,2020-05-28,1260.0,9240,2783
twitter,D,P000604,1,21259.0,2019-01-01,,2019-01-01,2020-05-29,982.0,15,5
twitter,R,P000605,1,28567.0,2019-01-01,,2019-01-03,2020-05-29,733.0,258,104
twitter,D,P000607,2,113315.0,2019-01-01,,2019-01-01,2020-05-31,3574.0,276,93
twitter,D,P000608,3,40957.0,2019-01-01,,2019-01-01,2020-05-31,3098.0,32,8
twitter,R,P000609,2,21779.0,2019-01-01,,2019-01-03,2020-05-29,465.0,23,8
twitter,R,P000612,2,100932.0,2019-01-01,,2019-01-01,2020-05-31,1829.0,234,63
twitter,D,P000613,2,12141.0,2019-01-01,,2019-01-03,2020-05-31,1986.0,18,4
twitter,D,P000614,2,21805.0,2019-01-01,,2019-01-01,2020-05-29,1841.0,39,9
twitter,R,P000615,2,16824.0,2019-01-01,,2019-01-01,2020-05-30,917.0,150,49
twitter,D,P000616,2,31016.0,2019-01-01,,2019-01-05,2020-05-31,1553.0,125,36
twitter,D,P000617,2,918867.0,2019-01-01,,2019-01-01,2020-05-31,6516.0,2249,365
twitter,D,P000618,2,698285.0,2019-01-01,,2019-01-01,2020-05-29,1953.0,3366,744
twitter,D,Q000023,2,50507.0,2019-01-01,,2019-01-01,2020-05-31,2356.0,127,30
twitter,D,R000122,1,97949.0,2019-01-01,,2019-01-02,2020-05-30,1022.0,101,39
twitter,R,R000307,2,83251.0,2019-01-01,,2019-01-01,2020-05-30,928.0,187,47
twitter,R,R000395,1,18665.0,2019-01-01,,2019-01-11,2020-05-26,271.0,26,9
twitter,D,R000486,1,29892.0,2019-01-01,,2019-01-01,2020-05-31,2312.0,18,7
twitter,D,R000515,1,33865.0,2019-01-01,,2019-01-01,2020-05-29,1871.0,448,111
twitter,R,R000575,2,28938.0,2019-01-01,,2019-01-02,2020-05-29,1369.0,14,5
twitter,D,R000576,2,17262.0,2019-01-01,,2019-01-01,2020-05-29,1115.0,11,3
twitter,D,R000577,2,142735.0,2019-01-01,,2019-01-01,2020-05-31,4638.0,241,54
twitter,R,R000582,1,21832.0,2019-01-01,,2019-01-01,2020-05-29,572.0,96,29
twitter,R,R000584,1,97638.0,2019-01-01,,2019-01-01,2020-05-29,670.0,91,25
twitter,R,R000585,2,22331.0,2019-01-01,,2019-01-01,2020-05-31,731.0,28,8
twitter,D,R000588,2,39732.0,2019-01-01,,2019-01-01,2020-05-31,648.0,39,12
twitter,R,R000591,2,36387.0,2019-01-01,,2019-01-01,2020-05-30,882.0,17,4
twitter,R,R000595,3,4310538.0,2019-01-01,,2019-01-01,2020-05-31,7459.0,1722,780
twitter,R,R000597,2,18007.0,2019-01-01,,2019-01-01,2020-05-31,596.0,48,20
twitter,D,R000599,2,24437.0,2019-01-01,,2019-01-02,2020-05-31,1290.0,39,9
twitter,R,R000601,1,237853.0,2019-01-01,2020-05-21,2019-01-03,2020-04-09,431.0,4196,1518
twitter,D,R000602,2,35991.0,2019-01-01,,2019-01-01,2020-05-30,1232.0,149,46
twitter,R,R000603,2,14874.0,2019-01-01,,2019-01-01,2020-05-29,572.0,52,18
twitter,R,R000605,2,27455.0,2019-01-01,,2019-01-03,2020-05-31,1344.0,43,15
twitter,D,R000606,2,92757.0,2019-01-01,,2019-01-01,2020-05-31,4105.0,256,76
twitter,R,R000607,1,10193.0,2019-01-01,,2019-01-04,2020-05-29,224.0,39,15
twitter,D,R000608,2,64819.0,2019-01-01,,2019-01-01,2020-05-31,3399.0,57,17
twitter,R,R000609,2,11306.0,2019-01-01,,2019-01-01,2020-05-31,703.0,168,67
twitter,R,R000610,2,22416.0,2019-01-01,,2019-01-08,2020-05-31,893.0,361,150
twitter,R,R000611,2,14303.0,2019-01-01,,2019-01-01,2020-05-31,1782.0,75,30
twitter,R,R000612,2,7353.0,2019-01-01,,2019-01-02,2020-05-29,745.0,31,7
twitter,D,R000613,2,48193.0,2019-01-01,,2019-01-02,2020-05-30,2385.0,136,27
twitter,R,R000614,2,58958.0,2019-01-01,,2019-01-01,2020-05-31,20645.0,107,37
twitter,R,R000615,2,2149979.0,2019-01-01,,2019-01-01,2020-05-30,984.0,3789,665
twitter,D,R000616,2,91723.0,2019-01-01,,2019-01-01,2020-05-31,1423.0,209,59
twitter,(D),S000033,2,21801423.0,2019-01-01,,2019-01-01,2020-05-31,8234.0,19081,3693
twitter,D,S000148,2,2392599.0,2019-01-01,,2019-01-01,2020-05-30,3227.0,7921,2342
twitter,D,S000185,2,40037.0,2019-01-01,,2019-01-02,2020-05-29,1061.0,53,17
twitter,R,S000244,1,12733.0,2019-01-01,,2019-01-07,2020-05-30,346.0,262,94
twitter,D,S000248,2,33071.0,2019-01-01,,2019-01-03,2020-05-29,579.0,26,9
twitter,R,S000320,1,91408.0,2019-01-01,,2019-01-02,2020-05-30,654.0,202,53
twitter,D,S000344,1,52350.0,2019-01-01,,2019-01-03,2020-05-31,882.0,105,46
twitter,D,S000510,2,38742.0,2019-01-01,,2019-01-01,2020-05-30,1105.0,110,31
twitter,R,S000522,1,34181.0,2019-01-01,,2019-01-08,2020-05-28,95.0,876,525
twitter,D,S000770,2,178715.0,2019-01-01,,2019-01-01,2020-05-31,1189.0,517,124
twitter,D,S001145,2,52126.0,2019-01-01,,2019-01-02,2020-05-30,3270.0,71,26
twitter,R,S001148,2,19800.0,2019-01-01,,2019-01-01,2020-05-30,620.0,22,6
twitter,D,S001150,2,2713587.0,2019-01-01,,2019-01-01,2020-05-31,1266.0,33903,10007
twitter,D,S001156,2,39630.0,2019-01-01,,2019-01-03,2020-05-31,1618.0,42,11
twitter,D,S001157,2,23471.0,2019-01-01,,2019-01-08,2020-05-30,401.0,7,3
twitter,D,S001165,1,24768.0,2019-01-01,,2019-01-01,2020-05-30,2008.0,19,7
twitter,D,S001168,2,27736.0,2019-01-01,,2019-01-01,2020-05-30,1669.0,66,18
twitter,R,S001172,1,14203.0,2019-01-01,,2019-01-08,2020-05-28,644.0,23,6
twitter,D,S001175,2,174637.0,2019-01-01,,2019-01-01,2020-05-29,2148.0,858,253
twitter,R,S001176,2,491522.0,2019-01-01,,2019-01-01,2020-05-30,2892.0,7193,2820
twitter,D,S001180,2,28735.0,2019-01-01,,2019-01-03,2020-05-29,577.0,36,8
twitter,D,S001181,2,130133.0,2019-01-01,,2019-01-02,2020-05-30,3061.0,62,27
twitter,R,S001183,1,30802.0,2019-01-01,,2019-01-01,2020-05-31,1017.0,41,14
twitter,R,S001184,2,428280.0,2019-01-01,,2019-01-01,2020-05-31,1255.0,1215,301
twitter,D,S001185,2,44671.0,2019-01-01,,2019-01-01,2020-05-31,1414.0,108,33
twitter,R,S001187,2,40052.0,2019-01-01,,2019-01-01,2020-05-29,557.0,21,6
twitter,R,S001189,2,27709.0,2019-01-01,,2019-01-02,2020-05-28,398.0,79,42
twitter,D,S001190,2,30746.0,2019-01-01,,2019-01-02,2020-05-29,1095.0,28,8
twitter,D,S001191,2,261973.0,2019-01-01,,2019-01-01,2020-05-31,3909.0,245,44
twitter,R,S001192,2,39588.0,2019-01-01,,2019-01-03,2020-05-30,934.0,256,91
twitter,D,S001193,2,996642.0,2019-01-01,,2019-01-01,2020-05-31,5321.0,7355,1722
twitter,D,S001194,2,348532.0,2019-01-01,,2019-01-01,2020-05-31,5887.0,4608,907
twitter,R,S001195,2,43828.0,2019-01-01,,2019-01-01,2020-05-31,1178.0,119,41
twitter,R,S001196,2,565562.0,2019-01-01,,2019-01-01,2020-05-31,4062.0,1565,467
twitter,R,S001197,2,428532.0,2019-01-01,,2019-01-09,2020-03-30,275.0,1086,204
twitter,R,S001198,2,50048.0,2019-01-01,,2019-01-03,2020-05-27,1052.0,91,32
twitter,R,S001199,2,13915.0,2019-01-01,,2019-01-01,2020-05-31,1141.0,228,69
twitter,D,S001200,2,20793.0,2019-01-01,,2019-01-01,2020-05-31,2906.0,27,11
twitter,D,S001201,2,17327.0,2019-01-01,,2019-01-01,2020-05-31,773.0,59,25
twitter,D,S001203,2,124095.0,2019-01-01,,2019-01-01,2020-05-31,2274.0,177,36
twitter,D,S001205,2,53081.0,2019-01-01,,2019-01-01,2020-05-31,4082.0,249,72
twitter,D,S001206,2,43478.0,2019-01-01,,2019-01-03,2020-05-31,2497.0,82,29
twitter,D,S001207,2,64367.0,2019-01-01,,2019-01-01,2020-05-30,1982.0,110,21
twitter,D,S001208,2,89183.0,2019-01-01,,2019-01-02,2020-05-29,1053.0,561,118
twitter,D,S001209,2,82526.0,2019-01-01,,2019-01-01,2020-05-31,3854.0,134,32
twitter,R,S001210,2,9588.0,2019-01-01,,2019-01-31,2020-05-31,1028.0,43,18
twitter,D,S001211,2,71473.0,2019-01-01,,2019-01-01,2020-05-29,1006.0,64,16
twitter,R,S001212,2,11639.0,2019-01-01,,2019-01-02,2020-05-30,1128.0,35,12
twitter,R,S001213,2,10201.0,2019-01-01,,2019-01-01,2020-05-31,2042.0,54,24
twitter,R,S001214,2,18543.0,2019-01-01,,2019-01-10,2020-05-31,812.0,85,35
twitter,D,S001215,2,52118.0,2019-01-01,,2019-01-01,2020-05-31,4598.0,120,22
twitter,D,S001216,2,19854.0,2019-01-01,,2019-01-03,2020-05-29,851.0,58,14
twitter,R,S001217,2,458702.0,2019-01-08,,2019-01-08,2020-05-31,5132.0,680,350
twitter,R,T000165,1,9290.0,2020-05-19,,2020-05-19,2020-05-31,17.0,1189,266
twitter,D,T000193,1,17337.0,2019-01-01,,2019-01-08,2020-05-29,1190.0,88,25
twitter,R,T000238,1,16655.0,2019-01-01,,2019-01-06,2020-05-28,220.0,15,7
twitter,R,T000250,1,101239.0,2019-01-01,,2019-01-03,2020-05-29,1179.0,269,83
twitter,D,T000460,2,33341.0,2019-01-01,,2019-01-01,2020-05-31,3310.0,58,17
twitter,R,T000461,2,154184.0,2019-01-01,,2019-01-01,2020-05-25,487.0,264,83
twitter,R,T000463,2,44347.0,2019-01-01,,2019-01-03,2020-05-28,363.0,438,102
twitter,D,T000464,2,131510.0,2019-01-01,,2019-01-02,2020-05-29,843.0,169,36
twitter,R,T000467,2,22706.0,2019-01-01,,2019-01-02,2020-05-30,1248.0,13,4
twitter,D,T000468,2,46947.0,2019-01-01,,2019-01-01,2020-05-31,2889.0,53,14
twitter,D,T000469,2,27977.0,2019-01-01,,2019-01-02,2020-05-31,2957.0,9,3
twitter,R,T000470,2,30056.0,2019-01-01,,2019-01-03,2020-05-30,771.0,36,22
twitter,D,T000472,2,58534.0,2019-01-01,,2019-01-01,2020-05-29,1655.0,274,109
twitter,D,T000474,2,37108.0,2019-01-01,,2019-01-01,2020-05-31,2399.0,79,26
twitter,R,T000476,2,147201.0,2019-01-01,,2019-01-02,2020-05-31,2311.0,269,82
twitter,R,T000479,2,13666.0,2019-01-01,,2019-01-03,2020-05-29,549.0,24,8
twitter,R,T000480,2,6325.0,2019-01-01,,2019-01-03,2020-05-30,615.0,40,15
twitter,D,T000481,2,1281549.0,2019-01-01,,2019-01-01,2020-05-31,5661.0,3647,770
twitter,D,T000482,2,28059.0,2019-01-01,,2019-01-01,2020-05-31,4159.0,51,11
twitter,D,T000483,2,17783.0,2019-01-01,,2019-01-01,2020-05-31,2054.0,68,20
twitter,D,T000484,2,28305.0,2019-01-01,,2019-01-03,2020-05-31,752.0,56,11
twitter,R,U000031,2,30834.0,2019-01-01,,2019-01-03,2020-05-31,1672.0,50,12
twitter,D,U000039,2,181912.0,2019-01-01,,2019-01-01,2020-05-29,1804.0,196,67
twitter,D,U000040,2,189165.0,2019-01-01,,2019-01-01,2020-05-29,1993.0,523,113
twitter,D,V000081,2,73239.0,2019-01-01,,2019-01-01,2020-05-31,5418.0,84,26
twitter,D,V000108,2,16031.0,2019-01-01,,2019-01-04,2020-03-07,90.0,40,7
twitter,D,V000128,1,174819.0,2019-01-01,,2019-01-01,2020-05-31,1237.0,776,286
twitter,D,V000130,1,24222.0,2019-01-01,,2019-01-01,2020-05-29,594.0,64,19
twitter,D,V000131,2,33343.0,2019-01-01,,2019-01-02,2020-05-29,1442.0,37,14
twitter,D,V000132,2,17218.0,2019-01-01,,2019-01-01,2020-05-28,545.0,13,5
twitter,R,V000133,3,27865.0,2019-01-01,,2019-01-09,2020-05-30,608.0,48,12
twitter,D,W000187,1,1333744.0,2019-01-01,,2019-01-13,2020-05-30,382.0,21407,5394
twitter,R,W000437,2,111872.0,2019-01-01,,2019-01-01,2020-05-30,2060.0,143,58
twitter,D,W000779,2,487860.0,2019-01-01,,2019-01-01,2020-05-31,2273.0,1097,418
twitter,R,W000791,2,33564.0,2019-01-01,,2019-01-01,2020-05-29,958.0,34,7
twitter,R,W000795,2,36512.0,2019-01-01,,2019-01-02,2020-05-31,875.0,27,10
twitter,D,W000797,2,380664.0,2019-01-01,,2019-01-02,2020-05-31,2439.0,58,21
twitter,R,W000798,2,20426.0,2019-01-01,,2019-01-03,2020-05-31,842.0,53,18
twitter,D,W000800,2,38969.0,2019-01-01,,2019-01-02,2020-05-31,354.0,588,136
twitter,D,W000802,2,366018.0,2019-01-01,,2019-01-02,2020-05-30,4206.0,685,253
twitter,R,W000804,2,29908.0,2019-01-01,,2019-01-03,2020-05-30,1430.0,29,13
twitter,D,W000805,2,485377.0,2019-01-01,,2019-01-01,2020-05-31,2097.0,1648,510
twitter,R,W000806,1,26568.0,2019-01-01,,2019-01-04,2020-05-30,242.0,40,16
twitter,D,W000808,1,74799.0,2019-01-01,,2019-01-02,2020-05-31,1925.0,116,41
twitter,R,W000809,2,25586.0,2019-01-01,,2019-01-01,2020-05-30,2143.0,37,13
twitter,R,W000810,1,16705.0,2019-01-01,,2019-01-01,2020-05-28,641.0,21,9
twitter,R,W000812,2,32381.0,2019-01-01,,2019-01-01,2020-05-29,834.0,136,45
twitter,R,W000813,2,24509.0,2019-01-01,,2019-01-01,2020-05-31,1171.0,57,18
twitter,R,W000814,2,20045.0,2019-01-01,,2019-01-01,2020-05-30,887.0,79,26
twitter,R,W000815,2,35071.0,2019-01-01,,2019-01-01,2020-05-30,1161.0,60,19
twitter,R,W000816,2,18662.0,2019-01-01,,2019-01-01,2020-05-30,1455.0,69,25
twitter,D,W000817,2,10106041.0,2019-01-01,,2019-01-01,2020-05-31,9051.0,7829,1518
twitter,R,W000819,2,36283.0,2019-01-01,,2019-01-01,2020-05-31,2435.0,260,88
twitter,R,W000821,3,15521.0,2019-01-01,,2019-01-01,2020-05-29,999.0,39,13
twitter,D,W000822,2,34053.0,2019-01-01,,2019-01-03,2020-05-31,2287.0,121,44
twitter,R,W000823,2,39932.0,2019-01-01,,2019-01-01,2020-05-31,3199.0,186,86
twitter,R,W000824,2,11812.0,2019-01-01,,2019-01-01,2020-05-29,942.0,168,62
twitter,D,W000825,2,49237.0,2019-01-01,,2019-01-01,2020-05-31,2936.0,144,38
twitter,D,W000826,2,13566.0,2019-01-01,,2019-01-02,2020-05-31,1891.0,35,11
twitter,R,W000827,2,8034.0,2019-01-01,,2019-01-04,2020-05-30,897.0,156,66
twitter,R,Y000033,2,22251.0,2019-01-01,,2019-01-03,2020-05-31,469.0,15,5
twitter,D,Y000062,1,47755.0,2019-01-01,,2019-01-01,2020-05-30,896.0,773,191
twitter,R,Y000064,2,66224.0,2019-01-01,,2019-01-02,2020-05-30,2051.0,116,54
twitter,R,Y000065,2,39257.0,2019-01-01,,2019-01-04,2020-05-30,816.0,275,199
twitter,R,Z000017,2,294457.0,2019-01-01,,2019-01-02,2020-05-31,2406.0,4626,1672
